"sound.files","selec","duration","meanfreq","sd","freq.IQR","time.median","time.Q25","time.IQR","kurt","time.ent","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","Species","Locality"
"Diasporus-hylaeformis-recording-1.wav",4.75,0.318164424491621,-1.05417786193921,0.847873548349999,-0.913472100729323,-0.199671554223407,-0.0583623114175867,0.0967948629436369,1.13961688218252,1.01425819232932,-1.28484629195118,-1.02769641030369,-0.0483576986360214,0.205964966434224,-1.05876951269394,-1.37087957143754,-0.48562842422304,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-2.wav",5.875,0.222920681385409,-0.89203004445659,0.695250260851008,-1.1829696075524,-0.122965389181186,0.0347971243180952,-0.0719598859704248,0.564050440890827,1.00634703397741,-0.807133421656957,-1.02769641030369,-0.497426368812593,-0.483750218750638,-0.965849140800606,-0.72615511024162,-0.18731715458252,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-3.wav",5.5,0.0198624650587193,-1.00039086127086,0.555850089939328,-1.36002933506642,-0.339938477850604,-0.108499795729454,-0.352561972153548,0.853818122268692,0.930411346728988,-1.0521277692249,-1.02769641030369,-0.252479821443554,1.09811095507362,-1.2446102564806,-0.72615511024162,-0.0214595925194243,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-4.wav",6.5,0.219618353152146,-1.45666594319594,0.346875458753397,-1.4635149808784,-0.155247805477562,0.0938898234196601,-0.115586565736601,0.997545290450615,1.04242600614576,-1.26267394794182,-0.79151605704428,0.564008669786576,1.01188725742331,-0.93360179875824,-0.68614326767445,-0.0348694173379125,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-5.wav",6.125,0.0123333368905508,-0.624824398196104,0.0430416025789797,-1.03534715535182,-0.268216565077194,-0.134588965458016,-0.32154848708142,0.394680244232929,0.921863717842788,-0.460179841727619,-0.304405245724909,0.155764424171511,0.180595726837145,-0.546001360259853,-0.173670060945373,0.119853967359364,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-6.wav",6.75,-0.117116742514687,-0.594592615661184,0.364338626943863,-0.851972227821685,-0.304250651151327,-0.281090616749672,-0.0467616037701531,0.472808403043383,0.840549253516924,-0.692989951861184,-0.332579279088937,0.400710971540549,-0.135493366945946,-0.927846141417958,-0.162390488058826,0.453073952039258,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-7.wav",1.5,0.195694842947366,-0.787049310588262,0.994167149179993,-1.48704330077458,0.155925626977907,0.18973007395827,0.255121667450056,1.0596872121595,1.23834883103825,-0.609355687760638,-0.855774076146404,-0.538250793374099,-0.949495717424282,-0.666984392183366,-0.72615511024162,-0.380940504736265,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-8.wav",4.5,-0.13756486765997,-1.24170414316848,-0.596234451062478,-0.828109137805347,-0.543122481962547,-0.370042359986019,-0.347427502091827,0.798746201316735,0.774809050194348,-0.925800061994749,-1.02769641030369,-0.374953095128073,-0.189335910146041,-0.921277390830217,-0.968429398808523,-0.391485869252248,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-9.wav",28.8333333333333,0.301419487927528,-0.301554740490252,2.02223317698297,-0.278164263541071,0.264677351782295,0.318725003288138,0.282036717616801,1.08388567216928,1.2153768099249,-0.609355687760638,-0.683851741989118,-0.374953095128073,1.03350601254471,-0.611934559281342,-0.580883263646288,-0.302865055231812,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-10.wav",4.25,-0.455085594763902,-1.37837175719306,-0.372347575049833,-1.33281670992824,-0.515383793589894,-0.184640360556923,-0.821791212590412,0.515132039782809,0.834539665691129,-0.925800061994749,-1.22455881982689,-0.538250793374099,-0.949495717424282,-1.01042089077099,-1.04918749499749,-0.412431983952578,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-11.wav",4,0.16133301632523,-1.41030424300559,-0.104873173436719,-1.08123579266391,-0.150626932475466,-0.0260000088715765,0.176920512723381,0.830540507013238,1.08956050864814,-1.02204974369391,-0.880873407171487,0.18492472742973,-0.460724319600899,-1.24827988365312,-0.64868161100352,0.187474183031557,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-12.wav",10.75,-0.121719146683094,-1.58304192820837,0.599783755517305,-1.09748896004112,-0.225939256048851,0.0473680860521009,-0.317501341349388,0.521725264137403,1.06267843543622,-1.30768949894684,-1.53509237259226,-0.41577751968958,0.377277177850082,-1.62822823809949,-1.41073450039415,-0.240929968828453,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-13.wav",7.875,-0.0948576894593314,-1.27634556311653,0.314328971790922,0.538545850491521,-0.35604821347195,-0.162749583792595,-0.134740528502075,-0.369727598932517,0.718248814094559,-1.22056471219844,-0.44289974154468,0.849779641717121,1.41988672677682,-1.05499264074138,-0.802766933117191,-0.138255529169789,"Hylaeformis","Dantas"
"Diasporus-hylaeformis-recording-14.wav",33.125,-0.284546872379128,-0.180529952298257,1.85622515216874,0.196142853622255,-0.429782868634033,-0.245521804224452,-0.504740711439517,-0.0344453296637593,0.794641735764084,-1.79573000598616,0.127390594736109,2.15616122768533,1.19078314847373,-0.367749175490872,-1.47046278241936,-1.20716200463821,"Hylaeformis","Dantas"
